Source,Target,Type,Weight
60,247,Undirected,1
60,255,Undirected,1
60,298,Undirected,1
60,342,Undirected,1
60,354,Undirected,1
60,363,Undirected,1
60,364,Undirected,1
60,380,Undirected,1
60,386,Undirected,1
60,387,Undirected,1
60,391,Undirected,1
60,425,Undirected,1
60,448,Undirected,1
60,452,Undirected,1
60,472,Undirected,1
60,487,Undirected,1
60,496,Undirected,1
61,114,Undirected,1
61,126,Undirected,1
61,136,Undirected,1
61,139,Undirected,1
61,158,Undirected,1
61,163,Undirected,1
61,176,Undirected,1
61,214,Undirected,1
61,248,Undirected,1
61,274,Undirected,1
61,286,Undirected,1
61,317,Undirected,1
61,321,Undirected,1
61,338,Undirected,1
61,375,Undirected,1
61,397,Undirected,1
61,464,Undirected,1
61,468,Undirected,1
62,65,Undirected,1
62,103,Undirected,1
62,109,Undirected,1
62,146,Undirected,1
62,154,Undirected,1
62,164,Undirected,1
62,181,Undirected,1
62,223,Undirected,1
62,260,Undirected,1
62,281,Undirected,1
62,315,Undirected,1
62,355,Undirected,1
62,388,Undirected,1
62,404,Undirected,1
62,415,Undirected,1
62,423,Undirected,1
62,426,Undirected,1
62,427,Undirected,1
62,429,Undirected,1
62,431,Undirected,1
62,440,Undirected,1
62,456,Undirected,1
62,488,Undirected,1
63,87,Undirected,1
63,96,Undirected,1
63,133,Undirected,1
63,153,Undirected,1
63,165,Undirected,1
63,186,Undirected,1
63,270,Undirected,1
63,300,Undirected,1
63,319,Undirected,1
63,331,Undirected,1
63,339,Undirected,1
63,362,Undirected,1
63,381,Undirected,1
63,399,Undirected,1
63,419,Undirected,1
63,428,Undirected,1
63,475,Undirected,1
63,486,Undirected,1
64,73,Undirected,1
64,92,Undirected,1
64,110,Undirected,1
64,118,Undirected,1
64,141,Undirected,1
64,144,Undirected,1
64,149,Undirected,1
64,157,Undirected,1
64,193,Undirected,1
64,208,Undirected,1
64,251,Undirected,1
64,289,Undirected,1
64,318,Undirected,1
64,329,Undirected,1
64,336,Undirected,1
64,337,Undirected,1
64,349,Undirected,1
64,438,Undirected,1
64,460,Undirected,1
64,461,Undirected,1
64,491,Undirected,1
65,103,Undirected,1
65,109,Undirected,1
65,146,Undirected,1
65,154,Undirected,1
65,164,Undirected,1
65,166,Undirected,1
65,181,Undirected,1
65,202,Undirected,1
65,260,Undirected,1
65,281,Undirected,1
65,307,Undirected,1
65,315,Undirected,1
65,328,Undirected,1
65,355,Undirected,1
65,404,Undirected,1
65,415,Undirected,1
65,426,Undirected,1
65,427,Undirected,1
65,429,Undirected,1
65,431,Undirected,1
65,440,Undirected,1
65,456,Undirected,1
65,488,Undirected,1
65,498,Undirected,1
66,184,Undirected,1
66,234,Undirected,1
66,237,Undirected,1
66,258,Undirected,1
66,278,Undirected,1
66,290,Undirected,1
66,370,Undirected,1
66,405,Undirected,1
66,416,Undirected,1
66,481,Undirected,1
67,71,Undirected,1
67,81,Undirected,1
67,89,Undirected,1
67,104,Undirected,1
67,105,Undirected,1
67,114,Undirected,1
67,117,Undirected,1
67,163,Undirected,1
67,175,Undirected,1
67,201,Undirected,1
67,210,Undirected,1
67,276,Undirected,1
67,293,Undirected,1
67,300,Undirected,1
67,317,Undirected,1
67,356,Undirected,1
67,377,Undirected,1
67,394,Undirected,1
67,406,Undirected,1
67,417,Undirected,1
67,449,Undirected,1
67,455,Undirected,1
67,463,Undirected,1
67,470,Undirected,1
67,490,Undirected,1
68,78,Undirected,1
68,161,Undirected,1
68,173,Undirected,1
68,184,Undirected,1
68,191,Undirected,1
68,218,Undirected,1
68,229,Undirected,1
68,250,Undirected,1
68,252,Undirected,1
68,254,Undirected,1
68,255,Undirected,1
68,290,Undirected,1
68,294,Undirected,1
68,304,Undirected,1
68,316,Undirected,1
68,351,Undirected,1
68,382,Undirected,1
68,400,Undirected,1
68,452,Undirected,1
68,472,Undirected,1
68,497,Undirected,1
69,80,Undirected,1
69,101,Undirected,1
69,111,Undirected,1
69,115,Undirected,1
69,119,Undirected,1
69,132,Undirected,1
69,143,Undirected,1
69,190,Undirected,1
69,204,Undirected,1
69,262,Undirected,1
69,288,Undirected,1
69,325,Undirected,1
69,340,Undirected,1
69,361,Undirected,1
69,369,Undirected,1
69,371,Undirected,1
69,436,Undirected,1
69,444,Undirected,1
69,480,Undirected,1
69,500,Undirected,1
70,72,Undirected,1
70,124,Undirected,1
70,135,Undirected,1
70,145,Undirected,1
70,150,Undirected,1
70,283,Undirected,1
70,301,Undirected,1
70,389,Undirected,1
70,391,Undirected,1
70,401,Undirected,1
70,414,Undirected,1
70,432,Undirected,1
70,459,Undirected,1
70,484,Undirected,1
70,492,Undirected,1
71,81,Undirected,1
71,89,Undirected,1
71,105,Undirected,1
71,114,Undirected,1
71,117,Undirected,1
71,152,Undirected,1
71,175,Undirected,1
71,210,Undirected,1
71,257,Undirected,1
71,268,Undirected,1
71,271,Undirected,1
71,276,Undirected,1
71,277,Undirected,1
71,284,Undirected,1
71,293,Undirected,1
71,317,Undirected,1
71,345,Undirected,1
71,356,Undirected,1
71,406,Undirected,1
71,408,Undirected,1
71,449,Undirected,1
71,455,Undirected,1
71,490,Undirected,1
71,492,Undirected,1
72,74,Undirected,1
72,124,Undirected,1
72,135,Undirected,1
72,145,Undirected,1
72,150,Undirected,1
72,283,Undirected,1
72,301,Undirected,1
72,332,Undirected,1
72,389,Undirected,1
72,391,Undirected,1
72,401,Undirected,1
72,430,Undirected,1
72,432,Undirected,1
72,441,Undirected,1
72,459,Undirected,1
72,465,Undirected,1
73,92,Undirected,1
73,144,Undirected,1
73,149,Undirected,1
73,157,Undirected,1
73,167,Undirected,1
73,208,Undirected,1
73,251,Undirected,1
73,308,Undirected,1
73,318,Undirected,1
73,329,Undirected,1
73,337,Undirected,1
73,376,Undirected,1
73,384,Undirected,1
73,424,Undirected,1
73,438,Undirected,1
73,460,Undirected,1
73,461,Undirected,1
73,477,Undirected,1
73,491,Undirected,1
74,275,Undirected,1
74,364,Undirected,1
74,380,Undirected,1
74,387,Undirected,1
74,401,Undirected,1
74,425,Undirected,1
74,430,Undirected,1
74,432,Undirected,1
74,448,Undirected,1
74,465,Undirected,1
74,467,Undirected,1
74,496,Undirected,1
75,156,Undirected,1
75,158,Undirected,1
75,203,Undirected,1
75,204,Undirected,1
75,272,Undirected,1
75,371,Undirected,1
75,372,Undirected,1
75,451,Undirected,1
75,454,Undirected,1
75,476,Undirected,1
75,478,Undirected,1
75,500,Undirected,1
76,121,Undirected,1
76,137,Undirected,1
76,155,Undirected,1
76,160,Undirected,1
76,168,Undirected,1
76,169,Undirected,1
76,177,Undirected,1
76,182,Undirected,1
76,194,Undirected,1
76,197,Undirected,1
76,225,Undirected,1
76,232,Undirected,1
76,242,Undirected,1
76,267,Undirected,1
76,297,Undirected,1
76,305,Undirected,1
76,306,Undirected,1
76,314,Undirected,1
76,324,Undirected,1
76,346,Undirected,1
76,348,Undirected,1
76,359,Undirected,1
76,385,Undirected,1
76,410,Undirected,1
76,443,Undirected,1
76,494,Undirected,1
77,144,Undirected,1
77,146,Undirected,1
77,164,Undirected,1
77,181,Undirected,1
77,196,Undirected,1
77,208,Undirected,1
77,223,Undirected,1
77,251,Undirected,1
77,273,Undirected,1
77,289,Undirected,1
77,329,Undirected,1
77,341,Undirected,1
77,355,Undirected,1
77,383,Undirected,1
77,423,Undirected,1
77,426,Undirected,1
77,431,Undirected,1
77,440,Undirected,1
77,460,Undirected,1
77,491,Undirected,1
78,184,Undirected,1
78,189,Undirected,1
78,191,Undirected,1
78,226,Undirected,1
78,229,Undirected,1
78,234,Undirected,1
78,237,Undirected,1
78,255,Undirected,1
78,278,Undirected,1
78,290,Undirected,1
78,294,Undirected,1
78,304,Undirected,1
78,351,Undirected,1
78,363,Undirected,1
78,405,Undirected,1
78,472,Undirected,1
78,487,Undirected,1
79,87,Undirected,1
79,91,Undirected,1
79,113,Undirected,1
79,130,Undirected,1
79,138,Undirected,1
79,172,Undirected,1
79,186,Undirected,1
79,198,Undirected,1
79,199,Undirected,1
79,219,Undirected,1
79,220,Undirected,1
79,222,Undirected,1
79,227,Undirected,1
79,231,Undirected,1
79,326,Undirected,1
79,362,Undirected,1
79,367,Undirected,1
79,379,Undirected,1
79,422,Undirected,1
79,445,Undirected,1
79,457,Undirected,1
79,483,Undirected,1
80,101,Undirected,1
80,111,Undirected,1
80,115,Undirected,1
80,119,Undirected,1
80,156,Undirected,1
80,204,Undirected,1
80,262,Undirected,1
80,288,Undirected,1
80,313,Undirected,1
80,340,Undirected,1
80,371,Undirected,1
80,372,Undirected,1
80,436,Undirected,1
80,451,Undirected,1
80,480,Undirected,1
80,500,Undirected,1
81,85,Undirected,1
81,114,Undirected,1
81,117,Undirected,1
81,139,Undirected,1
81,163,Undirected,1
81,175,Undirected,1
81,210,Undirected,1
81,257,Undirected,1
81,259,Undirected,1
81,261,Undirected,1
81,272,Undirected,1
81,276,Undirected,1
81,277,Undirected,1
81,284,Undirected,1
81,317,Undirected,1
81,345,Undirected,1
81,373,Undirected,1
81,397,Undirected,1
81,406,Undirected,1
81,408,Undirected,1
81,417,Undirected,1
81,454,Undirected,1
81,455,Undirected,1
81,490,Undirected,1
82,92,Undirected,1
82,157,Undirected,1
82,167,Undirected,1
82,174,Undirected,1
82,188,Undirected,1
82,217,Undirected,1
82,282,Undirected,1
82,295,Undirected,1
82,308,Undirected,1
82,318,Undirected,1
82,337,Undirected,1
82,376,Undirected,1
82,384,Undirected,1
82,393,Undirected,1
82,424,Undirected,1
82,438,Undirected,1
82,461,Undirected,1
82,473,Undirected,1
82,477,Undirected,1
82,479,Undirected,1
82,489,Undirected,1
82,493,Undirected,1
83,90,Undirected,1
83,96,Undirected,1
83,147,Undirected,1
83,279,Undirected,1
83,287,Undirected,1
83,330,Undirected,1
83,344,Undirected,1
83,390,Undirected,1
84,122,Undirected,1
84,126,Undirected,1
84,129,Undirected,1
84,133,Undirected,1
84,136,Undirected,1
84,140,Undirected,1
84,171,Undirected,1
84,176,Undirected,1
84,179,Undirected,1
84,214,Undirected,1
84,248,Undirected,1
84,286,Undirected,1
84,321,Undirected,1
84,330,Undirected,1
84,390,Undirected,1
84,402,Undirected,1
84,435,Undirected,1
84,450,Undirected,1
84,464,Undirected,1
84,468,Undirected,1
84,486,Undirected,1
85,99,Undirected,1
85,119,Undirected,1
85,125,Undirected,1
85,175,Undirected,1
85,190,Undirected,1
85,204,Undirected,1
85,205,Undirected,1
85,257,Undirected,1
85,259,Undirected,1
85,261,Undirected,1
85,271,Undirected,1
85,272,Undirected,1
85,277,Undirected,1
85,284,Undirected,1
85,288,Undirected,1
85,302,Undirected,1
85,340,Undirected,1
85,345,Undirected,1
85,369,Undirected,1
85,373,Undirected,1
85,412,Undirected,1
85,433,Undirected,1
85,454,Undirected,1
85,485,Undirected,1
86,108,Undirected,1
86,142,Undirected,1
86,159,Undirected,1
86,168,Undirected,1
86,177,Undirected,1
86,187,Undirected,1
86,209,Undirected,1
86,211,Undirected,1
86,242,Undirected,1
86,305,Undirected,1
86,306,Undirected,1
86,324,Undirected,1
86,343,Undirected,1
86,352,Undirected,1
86,398,Undirected,1
86,410,Undirected,1
86,474,Undirected,1
87,91,Undirected,1
87,96,Undirected,1
87,130,Undirected,1
87,133,Undirected,1
87,138,Undirected,1
87,153,Undirected,1
87,165,Undirected,1
87,186,Undirected,1
87,198,Undirected,1
87,270,Undirected,1
87,287,Undirected,1
87,291,Undirected,1
87,319,Undirected,1
87,331,Undirected,1
87,362,Undirected,1
87,419,Undirected,1
87,422,Undirected,1
87,428,Undirected,1
87,445,Undirected,1
88,107,Undirected,1
88,116,Undirected,1
88,118,Undirected,1
88,141,Undirected,1
88,173,Undirected,1
88,180,Undirected,1
88,195,Undirected,1
88,228,Undirected,1
88,239,Undirected,1
88,269,Undirected,1
88,280,Undirected,1
88,311,Undirected,1
88,320,Undirected,1
88,353,Undirected,1
88,378,Undirected,1
88,392,Undirected,1
88,418,Undirected,1
88,420,Undirected,1
88,421,Undirected,1
88,434,Undirected,1
88,447,Undirected,1
88,453,Undirected,1
89,105,Undirected,1
89,117,Undirected,1
89,151,Undirected,1
89,152,Undirected,1
89,201,Undirected,1
89,217,Undirected,1
89,256,Undirected,1
89,268,Undirected,1
89,276,Undirected,1
89,293,Undirected,1
89,356,Undirected,1
89,377,Undirected,1
89,406,Undirected,1
89,408,Undirected,1
89,449,Undirected,1
89,455,Undirected,1
89,490,Undirected,1
89,492,Undirected,1
90,106,Undirected,1
90,147,Undirected,1
90,219,Undirected,1
90,279,Undirected,1
90,333,Undirected,1
90,344,Undirected,1
90,407,Undirected,1
91,113,Undirected,1
91,130,Undirected,1
91,138,Undirected,1
91,172,Undirected,1
91,186,Undirected,1
91,198,Undirected,1
91,215,Undirected,1
91,220,Undirected,1
91,222,Undirected,1
91,227,Undirected,1
91,231,Undirected,1
91,266,Undirected,1
91,291,Undirected,1
91,326,Undirected,1
91,362,Undirected,1
91,379,Undirected,1
91,419,Undirected,1
91,422,Undirected,1
91,445,Undirected,1
91,457,Undirected,1
91,483,Undirected,1
92,100,Undirected,1
92,157,Undirected,1
92,167,Undirected,1
92,174,Undirected,1
92,251,Undirected,1
92,282,Undirected,1
92,308,Undirected,1
92,318,Undirected,1
92,329,Undirected,1
92,337,Undirected,1
92,376,Undirected,1
92,384,Undirected,1
92,393,Undirected,1
92,424,Undirected,1
92,438,Undirected,1
92,460,Undirected,1
92,461,Undirected,1
92,477,Undirected,1
92,489,Undirected,1
93,102,Undirected,1
93,123,Undirected,1
93,236,Undirected,1
93,238,Undirected,1
93,263,Undirected,1
93,265,Undirected,1
93,299,Undirected,1
93,309,Undirected,1
93,409,Undirected,1
93,437,Undirected,1
94,112,Undirected,1
94,184,Undirected,1
94,216,Undirected,1
94,226,Undirected,1
94,258,Undirected,1
94,278,Undirected,1
94,285,Undirected,1
94,290,Undirected,1
94,327,Undirected,1
94,400,Undirected,1
94,405,Undirected,1
94,481,Undirected,1
94,495,Undirected,1
95,127,Undirected,1
95,132,Undirected,1
95,143,Undirected,1
95,275,Undirected,1
95,325,Undirected,1
95,350,Undirected,1
95,361,Undirected,1
95,395,Undirected,1
95,442,Undirected,1
95,444,Undirected,1
95,462,Undirected,1
96,133,Undirected,1
96,138,Undirected,1
96,147,Undirected,1
96,165,Undirected,1
96,186,Undirected,1
96,198,Undirected,1
96,279,Undirected,1
96,287,Undirected,1
96,319,Undirected,1
96,330,Undirected,1
96,331,Undirected,1
96,362,Undirected,1
96,390,Undirected,1
96,399,Undirected,1
96,419,Undirected,1
96,475,Undirected,1
97,110,Undirected,1
97,148,Undirected,1
97,149,Undirected,1
97,151,Undirected,1
97,157,Undirected,1
97,167,Undirected,1
97,207,Undirected,1
97,213,Undirected,1
97,217,Undirected,1
97,230,Undirected,1
97,250,Undirected,1
97,282,Undirected,1
97,308,Undirected,1
97,310,Undirected,1
97,316,Undirected,1
97,357,Undirected,1
97,366,Undirected,1
97,384,Undirected,1
97,411,Undirected,1
97,438,Undirected,1
97,469,Undirected,1
97,477,Undirected,1
97,479,Undirected,1
97,484,Undirected,1
98,128,Undirected,1
98,209,Undirected,1
98,221,Undirected,1
98,240,Undirected,1
98,245,Undirected,1
98,343,Undirected,1
98,398,Undirected,1
98,499,Undirected,1
99,124,Undirected,1
99,125,Undirected,1
99,127,Undirected,1
99,143,Undirected,1
99,190,Undirected,1
99,205,Undirected,1
99,271,Undirected,1
99,283,Undirected,1
99,302,Undirected,1
99,332,Undirected,1
99,361,Undirected,1
99,369,Undirected,1
99,373,Undirected,1
99,395,Undirected,1
99,412,Undirected,1
99,432,Undirected,1
99,433,Undirected,1
99,441,Undirected,1
99,442,Undirected,1
99,459,Undirected,1
99,462,Undirected,1
99,480,Undirected,1
99,485,Undirected,1
100,121,Undirected,1
100,142,Undirected,1
100,168,Undirected,1
100,174,Undirected,1
100,182,Undirected,1
100,194,Undirected,1
100,211,Undirected,1
100,241,Undirected,1
100,242,Undirected,1
100,273,Undirected,1
100,296,Undirected,1
100,306,Undirected,1
100,318,Undirected,1
100,334,Undirected,1
100,337,Undirected,1
100,341,Undirected,1
100,352,Undirected,1
100,376,Undirected,1
100,385,Undirected,1
100,393,Undirected,1
100,410,Undirected,1
100,424,Undirected,1
100,461,Undirected,1
100,489,Undirected,1
100,494,Undirected,1
101,111,Undirected,1
101,115,Undirected,1
101,132,Undirected,1
101,262,Undirected,1
101,288,Undirected,1
101,313,Undirected,1
101,325,Undirected,1
101,369,Undirected,1
101,436,Undirected,1
101,444,Undirected,1
101,480,Undirected,1
102,123,Undirected,1
102,192,Undirected,1
102,236,Undirected,1
102,238,Undirected,1
102,263,Undirected,1
102,265,Undirected,1
102,299,Undirected,1
102,309,Undirected,1
102,322,Undirected,1
102,347,Undirected,1
102,358,Undirected,1
102,409,Undirected,1
102,413,Undirected,1
102,437,Undirected,1
102,471,Undirected,1
103,109,Undirected,1
103,146,Undirected,1
103,154,Undirected,1
103,164,Undirected,1
103,212,Undirected,1
103,260,Undirected,1
103,281,Undirected,1
103,307,Undirected,1
103,315,Undirected,1
103,322,Undirected,1
103,404,Undirected,1
103,415,Undirected,1
103,426,Undirected,1
103,427,Undirected,1
103,429,Undirected,1
103,431,Undirected,1
103,440,Undirected,1
103,456,Undirected,1
103,471,Undirected,1
103,488,Undirected,1
104,105,Undirected,1
104,201,Undirected,1
104,210,Undirected,1
104,244,Undirected,1
104,249,Undirected,1
104,253,Undirected,1
104,276,Undirected,1
104,293,Undirected,1
104,300,Undirected,1
104,356,Undirected,1
104,377,Undirected,1
104,394,Undirected,1
104,406,Undirected,1
104,417,Undirected,1
104,449,Undirected,1
104,463,Undirected,1
104,470,Undirected,1
104,490,Undirected,1
105,201,Undirected,1
105,210,Undirected,1
105,253,Undirected,1
105,276,Undirected,1
105,293,Undirected,1
105,300,Undirected,1
105,356,Undirected,1
105,377,Undirected,1
105,394,Undirected,1
105,406,Undirected,1
105,417,Undirected,1
105,449,Undirected,1
105,455,Undirected,1
105,463,Undirected,1
105,470,Undirected,1
105,490,Undirected,1
106,134,Undirected,1
106,219,Undirected,1
106,243,Undirected,1
106,333,Undirected,1
106,344,Undirected,1
106,407,Undirected,1
106,482,Undirected,1
107,116,Undirected,1
107,118,Undirected,1
107,141,Undirected,1
107,173,Undirected,1
107,180,Undirected,1
107,193,Undirected,1
107,195,Undirected,1
107,239,Undirected,1
107,269,Undirected,1
107,280,Undirected,1
107,289,Undirected,1
107,311,Undirected,1
107,336,Undirected,1
107,349,Undirected,1
107,353,Undirected,1
107,365,Undirected,1
107,368,Undirected,1
107,378,Undirected,1
107,418,Undirected,1
107,420,Undirected,1
107,421,Undirected,1
107,434,Undirected,1
107,447,Undirected,1
107,453,Undirected,1
107,466,Undirected,1
108,159,Undirected,1
108,187,Undirected,1
108,192,Undirected,1
108,209,Undirected,1
108,211,Undirected,1
108,236,Undirected,1
108,238,Undirected,1
108,240,Undirected,1
108,265,Undirected,1
108,305,Undirected,1
108,343,Undirected,1
108,352,Undirected,1
108,398,Undirected,1
108,437,Undirected,1
108,474,Undirected,1
109,120,Undirected,1
109,123,Undirected,1
109,154,Undirected,1
109,200,Undirected,1
109,212,Undirected,1
109,233,Undirected,1
109,260,Undirected,1
109,263,Undirected,1
109,281,Undirected,1
109,315,Undirected,1
109,322,Undirected,1
109,347,Undirected,1
109,358,Undirected,1
109,404,Undirected,1
109,413,Undirected,1
109,415,Undirected,1
109,427,Undirected,1
109,446,Undirected,1
109,471,Undirected,1
110,149,Undirected,1
110,157,Undirected,1
110,161,Undirected,1
110,167,Undirected,1
110,193,Undirected,1
110,213,Undirected,1
110,230,Undirected,1
110,250,Undirected,1
110,282,Undirected,1
110,310,Undirected,1
110,316,Undirected,1
110,357,Undirected,1
110,366,Undirected,1
110,382,Undirected,1
110,411,Undirected,1
110,438,Undirected,1
110,469,Undirected,1
110,479,Undirected,1
110,497,Undirected,1
111,115,Undirected,1
111,119,Undirected,1
111,132,Undirected,1
111,143,Undirected,1
111,262,Undirected,1
111,288,Undirected,1
111,325,Undirected,1
111,340,Undirected,1
111,361,Undirected,1
111,369,Undirected,1
111,436,Undirected,1
111,444,Undirected,1
111,480,Undirected,1
112,216,Undirected,1
112,226,Undirected,1
112,228,Undirected,1
112,285,Undirected,1
112,327,Undirected,1
112,400,Undirected,1
112,481,Undirected,1
112,495,Undirected,1
113,130,Undirected,1
113,138,Undirected,1
113,172,Undirected,1
113,198,Undirected,1
113,199,Undirected,1
113,219,Undirected,1
113,220,Undirected,1
113,222,Undirected,1
113,227,Undirected,1
113,231,Undirected,1
113,235,Undirected,1
113,326,Undirected,1
113,367,Undirected,1
113,379,Undirected,1
113,422,Undirected,1
113,439,Undirected,1
113,445,Undirected,1
113,457,Undirected,1
113,483,Undirected,1
114,139,Undirected,1
114,158,Undirected,1
114,163,Undirected,1
114,175,Undirected,1
114,210,Undirected,1
114,257,Undirected,1
114,261,Undirected,1
114,272,Undirected,1
114,276,Undirected,1
114,277,Undirected,1
114,284,Undirected,1
114,317,Undirected,1
114,373,Undirected,1
114,375,Undirected,1
114,397,Undirected,1
114,406,Undirected,1
114,417,Undirected,1
114,454,Undirected,1
114,455,Undirected,1
114,490,Undirected,1
115,262,Undirected,1
115,313,Undirected,1
115,340,Undirected,1
115,371,Undirected,1
115,436,Undirected,1
115,500,Undirected,1
116,118,Undirected,1
116,141,Undirected,1
116,173,Undirected,1
116,191,Undirected,1
116,228,Undirected,1
116,239,Undirected,1
116,252,Undirected,1
116,254,Undirected,1
116,280,Undirected,1
116,320,Undirected,1
116,353,Undirected,1
116,378,Undirected,1
116,382,Undirected,1
116,392,Undirected,1
116,400,Undirected,1
116,418,Undirected,1
116,420,Undirected,1
116,421,Undirected,1
116,447,Undirected,1
117,124,Undirected,1
117,150,Undirected,1
117,152,Undirected,1
117,175,Undirected,1
117,256,Undirected,1
117,257,Undirected,1
117,268,Undirected,1
117,271,Undirected,1
117,276,Undirected,1
117,283,Undirected,1
117,284,Undirected,1
117,293,Undirected,1
117,301,Undirected,1
117,345,Undirected,1
117,356,Undirected,1
117,389,Undirected,1
117,406,Undirected,1
117,408,Undirected,1
117,414,Undirected,1
117,449,Undirected,1
117,455,Undirected,1
117,459,Undirected,1
117,490,Undirected,1
117,492,Undirected,1
118,141,Undirected,1
118,173,Undirected,1
118,193,Undirected,1
118,239,Undirected,1
118,252,Undirected,1
118,254,Undirected,1
118,269,Undirected,1
118,280,Undirected,1
118,289,Undirected,1
118,336,Undirected,1
118,349,Undirected,1
118,353,Undirected,1
118,382,Undirected,1
118,392,Undirected,1
118,418,Undirected,1
118,420,Undirected,1
118,421,Undirected,1
118,434,Undirected,1
118,447,Undirected,1
119,143,Undirected,1
119,190,Undirected,1
119,204,Undirected,1
119,259,Undirected,1
119,272,Undirected,1
119,288,Undirected,1
119,302,Undirected,1
119,340,Undirected,1
119,369,Undirected,1
119,371,Undirected,1
119,372,Undirected,1
119,373,Undirected,1
119,433,Undirected,1
119,444,Undirected,1
119,454,Undirected,1
119,480,Undirected,1
119,500,Undirected,1
120,183,Undirected,1
120,200,Undirected,1
120,212,Undirected,1
120,224,Undirected,1
120,233,Undirected,1
120,260,Undirected,1
120,281,Undirected,1
120,322,Undirected,1
120,347,Undirected,1
120,360,Undirected,1
120,413,Undirected,1
120,415,Undirected,1
120,446,Undirected,1
120,458,Undirected,1
120,471,Undirected,1
121,137,Undirected,1
121,142,Undirected,1
121,160,Undirected,1
121,168,Undirected,1
121,169,Undirected,1
121,174,Undirected,1
121,182,Undirected,1
121,188,Undirected,1
121,194,Undirected,1
121,241,Undirected,1
121,242,Undirected,1
121,267,Undirected,1
121,295,Undirected,1
121,296,Undirected,1
121,306,Undirected,1
121,334,Undirected,1
121,346,Undirected,1
121,359,Undirected,1
121,376,Undirected,1
121,385,Undirected,1
121,393,Undirected,1
121,410,Undirected,1
121,424,Undirected,1
121,489,Undirected,1
121,493,Undirected,1
121,494,Undirected,1
122,129,Undirected,1
122,133,Undirected,1
122,140,Undirected,1
122,171,Undirected,1
122,176,Undirected,1
122,179,Undirected,1
122,287,Undirected,1
122,330,Undirected,1
122,390,Undirected,1
122,402,Undirected,1
122,435,Undirected,1
122,450,Undirected,1
122,468,Undirected,1
122,486,Undirected,1
123,192,Undirected,1
123,212,Undirected,1
123,236,Undirected,1
123,238,Undirected,1
123,260,Undirected,1
123,263,Undirected,1
123,265,Undirected,1
123,299,Undirected,1
123,309,Undirected,1
123,315,Undirected,1
123,322,Undirected,1
123,347,Undirected,1
123,358,Undirected,1
123,388,Undirected,1
123,404,Undirected,1
123,409,Undirected,1
123,413,Undirected,1
123,427,Undirected,1
123,437,Undirected,1
123,446,Undirected,1
123,471,Undirected,1
124,125,Undirected,1
124,135,Undirected,1
124,150,Undirected,1
124,205,Undirected,1
124,271,Undirected,1
124,283,Undirected,1
124,284,Undirected,1
124,301,Undirected,1
124,302,Undirected,1
124,332,Undirected,1
124,345,Undirected,1
124,389,Undirected,1
124,401,Undirected,1
124,408,Undirected,1
124,412,Undirected,1
124,432,Undirected,1
124,433,Undirected,1
124,441,Undirected,1
124,442,Undirected,1
124,459,Undirected,1
124,485,Undirected,1
124,492,Undirected,1
125,127,Undirected,1
125,132,Undirected,1
125,143,Undirected,1
125,190,Undirected,1
125,205,Undirected,1
125,271,Undirected,1
125,283,Undirected,1
125,302,Undirected,1
125,332,Undirected,1
125,350,Undirected,1
125,361,Undirected,1
125,369,Undirected,1
125,395,Undirected,1
125,412,Undirected,1
125,432,Undirected,1
125,433,Undirected,1
125,441,Undirected,1
125,442,Undirected,1
125,444,Undirected,1
125,459,Undirected,1
125,462,Undirected,1
125,480,Undirected,1
125,485,Undirected,1
126,129,Undirected,1
126,136,Undirected,1
126,140,Undirected,1
126,171,Undirected,1
126,176,Undirected,1
126,179,Undirected,1
126,214,Undirected,1
126,248,Undirected,1
126,286,Undirected,1
126,321,Undirected,1
126,338,Undirected,1
126,375,Undirected,1
126,402,Undirected,1
126,435,Undirected,1
126,450,Undirected,1
126,464,Undirected,1
126,468,Undirected,1
127,132,Undirected,1
127,143,Undirected,1
127,190,Undirected,1
127,205,Undirected,1
127,275,Undirected,1
127,302,Undirected,1
127,325,Undirected,1
127,332,Undirected,1
127,350,Undirected,1
127,361,Undirected,1
127,369,Undirected,1
127,395,Undirected,1
127,432,Undirected,1
127,433,Undirected,1
127,441,Undirected,1
127,442,Undirected,1
127,444,Undirected,1
127,462,Undirected,1
127,480,Undirected,1
128,131,Undirected,1
128,177,Undirected,1
128,185,Undirected,1
128,187,Undirected,1
128,197,Undirected,1
128,209,Undirected,1
128,240,Undirected,1
128,245,Undirected,1
128,264,Undirected,1
128,297,Undirected,1
128,305,Undirected,1
128,312,Undirected,1
128,324,Undirected,1
128,343,Undirected,1
128,398,Undirected,1
128,499,Undirected,1
129,133,Undirected,1
129,140,Undirected,1
129,171,Undirected,1
129,176,Undirected,1
129,179,Undirected,1
129,214,Undirected,1
129,286,Undirected,1
129,321,Undirected,1
129,330,Undirected,1
129,338,Undirected,1
129,390,Undirected,1
129,399,Undirected,1
129,402,Undirected,1
129,435,Undirected,1
129,450,Undirected,1
129,464,Undirected,1
129,468,Undirected,1
129,475,Undirected,1
129,486,Undirected,1
130,138,Undirected,1
130,172,Undirected,1
130,186,Undirected,1
130,198,Undirected,1
130,199,Undirected,1
130,219,Undirected,1
130,220,Undirected,1
130,222,Undirected,1
130,227,Undirected,1
130,231,Undirected,1
130,326,Undirected,1
130,362,Undirected,1
130,367,Undirected,1
130,379,Undirected,1
130,422,Undirected,1
130,445,Undirected,1
130,457,Undirected,1
130,483,Undirected,1
131,177,Undirected,1
131,185,Undirected,1
131,197,Undirected,1
